SampleN,Longitude,Latitude,ALT_extract,Landscape,SumTS
E7_1_13,110.248526,34.004912,1101,Slope,8.08756718
E7_1_14,110.248526,34.004912,1101,Slope,2.29500721
E7_1_15,110.248526,34.004912,1101,Slope,16.4390904
E8_1_5,110.272063,33.69489,568,Flat,2.96926041
E8_1_6,110.272063,33.69489,568,Flat,1.51328592
E8_1_7,110.272063,33.69489,568,Flat,10.9567105
E8_1_8,110.272063,33.69489,568,Flat,4.66316004
E8_1_9,110.272063,33.69489,568,Flat,1.58708779
E8_1_10,110.272063,33.69489,568,Flat,2.45889122
E8_1_11,110.272063,33.69489,568,Flat,7.06227158
E8_1_12,110.272063,33.69489,568,Flat,2.96737829
E8_1_13,110.272063,33.69489,568,Flat,3.12595191
E8_1_14,110.272063,33.69489,568,Flat,3.96478647
E8_1_15,110.272063,33.69489,568,Flat,3.55238622
F1_1_6,104.617688,30.933302,461,Flat,5.58425242
F1_1_7,104.617688,30.933302,461,Flat,0.37251712
F1_1_8,104.617688,30.933302,461,Flat,2.919461
F1_1_9,104.617688,30.933302,461,Flat,10.4654534
F1_1_10,104.617688,30.933302,461,Flat,6.8343158
F1_1_11,104.617688,30.933302,461,Flat,2.67242294
F1_1_12,104.617688,30.933302,461,Flat,3.94672949
F1_1_13,104.617688,30.933302,461,Flat,2.31724857
F1_1_14,104.617688,30.933302,461,Flat,4.58188453
F1_1_15,104.617688,30.933302,461,Flat,3.55414971
F1_2_5,104.596883,30.997618,745,Flat,5.46914739
F1_2_6,104.596883,30.997618,745,Flat,2.91730113
F1_2_7,104.596883,30.997618,745,Flat,6.51534097
F1_2_8,104.596883,30.997618,745,Flat,4.61811753
F1_2_9,104.596883,30.997618,745,Flat,5.35252904
F1_2_10,104.596883,30.997618,745,Flat,4.52771354
F1_2_11,104.596883,30.997618,745,Flat,3.44456462
F1_2_12,104.596883,30.997618,745,Flat,8.89802932
F1_2_13,104.596883,30.997618,745,Flat,5.69708347
F1_2_14,104.596883,30.997618,745,Flat,4.25619949
F1_2_15,104.596883,30.997618,745,Flat,4.47511946
F1_3_5,104.589605,30.95135,604,Mountain,3.49588824
F1_3_6,104.589605,30.95135,604,Mountain,0.77031341
F1_3_8,104.589605,30.95135,604,Mountain,5.16608004
F1_3_9,104.589605,30.95135,604,Mountain,2.52852792
F1_3_10,104.589605,30.95135,604,Mountain,3.58456848
F1_3_11,104.589605,30.95135,604,Mountain,1.27443951
F1_3_12,104.589605,30.95135,604,Mountain,3.52095429
F1_3_13,104.589605,30.95135,604,Mountain,1.10890514
F1_3_15,104.589605,30.95135,604,Mountain,4.31210979
F1_4_5,104.515726,30.999869,734,Mountain,0.03287184
F1_4_6,104.515726,30.999869,734,Mountain,1.12070081
F1_4_7,104.515726,30.999869,734,Mountain,0.0778711
F1_4_8,104.515726,30.999869,734,Mountain,0.96500381
F1_4_9,104.515726,30.999869,734,Mountain,1.15279307
F1_4_10,104.515726,30.999869,734,Mountain,0.75182725
F1_4_11,104.515726,30.999869,734,Mountain,2.0575597
F1_4_12,104.515726,30.999869,734,Mountain,1.94481763
F1_4_13,104.515726,30.999869,734,Mountain,0.06863557
F1_4_14,104.515726,30.999869,734,Mountain,0.10296875
F1_4_15,104.515726,30.999869,734,Mountain,3.77758759
F1_5_5,104.540878,30.925096,759,Flat,1.21353812
F1_5_6,104.540878,30.925096,759,Flat,3.55637864
F1_5_7,104.540878,30.925096,759,Flat,3.22682961
F1_5_8,104.540878,30.925096,759,Flat,4.34331092
F1_5_9,104.540878,30.925096,759,Flat,4.14791374
F1_5_10,104.540878,30.925096,759,Flat,1.60019752
F1_5_11,104.540878,30.925096,759,Flat,2.5223805
F1_5_12,104.540878,30.925096,759,Flat,4.05911244
F1_5_13,104.540878,30.925096,759,Flat,1.60911948
F1_5_14,104.540878,30.925096,759,Flat,2.80896524
F1_5_15,104.540878,30.925096,759,Flat,4.53753096
F2_1_1,105.37469,31.44648,523,Flat,1.15822226
F2_1_2,105.37469,31.44648,523,Flat,0.31699041
F2_1_3,105.37469,31.44648,523,Flat,0.58068853
F2_1_4,105.37469,31.44648,523,Flat,1.21502361
F2_1_5,105.37469,31.44648,523,Flat,1.04061422
F2_1_6,105.37469,31.44648,523,Flat,1.38413235
F2_1_7,105.37469,31.44648,523,Flat,1.26157138
F2_1_9,105.37469,31.44648,523,Flat,1.06534349
F2_1_10,105.37469,31.44648,523,Flat,0.96941772
F2_1_11,105.37469,31.44648,523,Flat,0.62665565
F2_1_12,105.37469,31.44648,523,Flat,0.97909089
F2_1_13,105.37469,31.44648,523,Flat,0.79429077
F2_1_14,105.37469,31.44648,523,Flat,0.53259075
F2_1_15,105.37469,31.44648,523,Flat,1.11614516
F2_2_1,105.093866,31.785119,577,Flat,0.24418115
F2_2_2,105.093866,31.785119,577,Flat,0.41063438
F2_2_3,105.093866,31.785119,577,Flat,0.91336053
F2_2_4,105.093866,31.785119,577,Flat,0.68842933
F2_2_5,105.093866,31.785119,577,Flat,0.31659446
F2_2_6,105.093866,31.785119,577,Flat,0.34725309
F2_2_7,105.093866,31.785119,577,Flat,0.24002017
F2_2_8,105.093866,31.785119,577,Flat,0.26030367
F2_2_9,105.093866,31.785119,577,Flat,0.28407186
F2_2_10,105.093866,31.785119,577,Flat,0.17065082
F2_2_11,105.093866,31.785119,577,Flat,0.27594621
F2_2_12,105.093866,31.785119,577,Flat,0.76254405
F2_2_13,105.093866,31.785119,577,Flat,1.38188463
F2_2_14,105.093866,31.785119,577,Flat,0.22675427
F2_2_15,105.093866,31.785119,577,Flat,0.22300009
F2_2,105.093866,31.785119,577,Flat,0.38701702
F3_1_1,105.422107,31.571922,562,Flat,2.79903081
F3_1_3,105.422107,31.571922,562,Flat,2.83157092
F3_1_4,105.422107,31.571922,562,Flat,1.83802981
F3_1_5,105.422107,31.571922,562,Flat,3.08526052
F3_1_6,105.422107,31.571922,562,Flat,3.13560921
F3_1_7,105.422107,31.571922,562,Flat,1.30642734
F3_1_8,105.422107,31.571922,562,Flat,2.76826235
F3_1_9,105.422107,31.571922,562,Flat,1.93863401
F3_1_10,105.422107,31.571922,562,Flat,2.03827289
F3_1_11,105.422107,31.571922,562,Flat,2.37441388
F3_1_12,105.422107,31.571922,562,Flat,3.06643302
F3_1_13,105.422107,31.571922,562,Flat,3.58628838
F3_1_14,105.422107,31.571922,562,Flat,2.12582359
F3_1_15,105.422107,31.571922,562,Flat,3.09878616
F3_2_1,105.400017,31.906097,775,Slope,0.32694968
F3_2_2,105.400017,31.906097,775,Slope,0.77883597
F3_2_3,105.400017,31.906097,775,Slope,1.32611427
F3_2_4,105.400017,31.906097,775,Slope,0.68683292
F3_2_5,105.400017,31.906097,775,Slope,0.82421603
F3_2_6,105.400017,31.906097,775,Slope,0.39913993
F3_2_7,105.400017,31.906097,775,Slope,0.72582831
F3_2_8,105.400017,31.906097,775,Slope,1.19959218
F3_2_9,105.400017,31.906097,775,Slope,0.19181638
F3_2_11,105.400017,31.906097,775,Slope,0.42642752
F3_2_12,105.400017,31.906097,775,Slope,0.79715535
F3_2_14,105.400017,31.906097,775,Slope,0.56533891
F3_2_15,105.400017,31.906097,775,Slope,0.08896571
F4_1_5,106.185934,31.966533,723,Slope,1.34620929
F4_1_6,106.185934,31.966533,723,Slope,1.15578807
F4_1_7,106.185934,31.966533,723,Slope,0.15492265
F4_1_8,106.185934,31.966533,723,Slope,1.24257502
F4_1_9,106.185934,31.966533,723,Slope,1.23118989
F4_1_10,106.185934,31.966533,723,Slope,1.24302666
F4_1_11,106.185934,31.966533,723,Slope,1.15685076
F4_1_12,106.185934,31.966533,723,Slope,3.80345308
F4_1_13,106.185934,31.966533,723,Slope,0.95282115
F4_1_14,106.185934,31.966533,723,Slope,1.10200971
F4_1_15,106.185934,31.966533,723,Slope,0.57206052
F4_2_1,106.245925,31.933408,637,Slope,1.93645899
F4_2_5,106.245925,31.933408,637,Slope,1.22373487
F4_2_6,106.245925,31.933408,637,Slope,0.92634659
F4_2_7,106.245925,31.933408,637,Slope,0.7998467
F4_2_8,106.245925,31.933408,637,Slope,0.83589292
F4_2_9,106.245925,31.933408,637,Slope,2.6395929
F4_2_10,106.245925,31.933408,637,Slope,1.05706905
F4_2_11,106.245925,31.933408,637,Slope,0.89443681
F4_2_12,106.245925,31.933408,637,Slope,1.02997322
F4_2_13,106.245925,31.933408,637,Slope,1.1408148
F4_2_14,106.245925,31.933408,637,Slope,0.64833324
F4_2_15,106.245925,31.933408,637,Slope,0.80313876
F5_1_1,106.816234,31.906643,585,Slope,3.2548662
F5_1_2,106.816234,31.906643,585,Slope,3.9336417
F5_1_3,106.816234,31.906643,585,Slope,3.99739359
F5_1_4,106.816234,31.906643,585,Slope,2.68835069
F5_1_5,106.816234,31.906643,585,Slope,1.77071839
F5_1_7,106.816234,31.906643,585,Slope,1.70532101
F5_1_8,106.816234,31.906643,585,Slope,2.43857391
F5_1_9,106.816234,31.906643,585,Slope,3.783397
F5_1_10,106.816234,31.906643,585,Slope,5.12343352
F5_1_11,106.816234,31.906643,585,Slope,6.29487138
F5_1_12,106.816234,31.906643,585,Slope,2.22585837
F5_1_13,106.816234,31.906643,585,Slope,4.6313798
F5_1_14,106.816234,31.906643,585,Slope,1.75665674
F5_1_15,106.816234,31.906643,585,Slope,4.65193397
F5_2_1,107.023315,31.969347,660,Flat,1.36996597
F5_2_2,107.023315,31.969347,660,Flat,1.52726623
F5_2_3,107.023315,31.969347,660,Flat,1.37714565
F5_2_5,107.023315,31.969347,660,Flat,1.48435879
F5_2_6,107.023315,31.969347,660,Flat,1.34088368
F5_2_7,107.023315,31.969347,660,Flat,3.50396672
F5_2_8,107.023315,31.969347,660,Flat,1.99401213
F5_2_9,107.023315,31.969347,660,Flat,3.29688957
F5_2_10,107.023315,31.969347,660,Flat,1.92668551
F5_2_11,107.023315,31.969347,660,Flat,0.54937416
F5_2_12,107.023315,31.969347,660,Flat,0.81659843
F5_2_13,107.023315,31.969347,660,Flat,1.23965206
F5_2_14,107.023315,31.969347,660,Flat,0.77244784
F5_2_15,107.023315,31.969347,660,Flat,2.57503698
F5_3_1,107.017823,31.978376,725,Flat,1.45946923
F5_3_2,107.017823,31.978376,725,Flat,1.1787195
F5_3_3,107.017823,31.978376,725,Flat,0.792637
F5_3_4,107.017823,31.978376,725,Flat,0.95999203
F5_3_5,107.017823,31.978376,725,Flat,0.75855956
F5_3_6,107.017823,31.978376,725,Flat,1.83846591
F5_3_7,107.017823,31.978376,725,Flat,1.03012658
F5_3_8,107.017823,31.978376,725,Flat,1.31395388
F5_3_9,107.017823,31.978376,725,Flat,1.33649103
F5_3_10,107.017823,31.978376,725,Flat,0.8363071
F5_3_11,107.017823,31.978376,725,Flat,1.66914979
F5_3_12,107.017823,31.978376,725,Flat,1.21967141
F5_3_13,107.017823,31.978376,725,Flat,3.60910528
F5_3_14,107.017823,31.978376,725,Flat,1.39494103
F5_3_15,107.017823,31.978376,725,Flat,0.63941215
F6_1_1,104.80902,30.054643,416,Flat,4.92524006
F6_1_2,104.80902,30.054643,416,Flat,2.48386359
F6_1_3,104.80902,30.054643,416,Flat,3.04334446
F6_1_4,104.80902,30.054643,416,Flat,3.013275
F6_1_5,104.80902,30.054643,416,Flat,2.91520684
F6_1_6,104.80902,30.054643,416,Flat,1.51109573
F6_1_7,104.80902,30.054643,416,Flat,4.63084877
F6_1_8,104.80902,30.054643,416,Flat,3.20522347
F6_1_9,104.80902,30.054643,416,Flat,4.65176224
F6_1_10,104.80902,30.054643,416,Flat,1.42070151
F6_1_11,104.80902,30.054643,416,Flat,1.4892505
F6_1_12,104.80902,30.054643,416,Flat,2.20822973
F6_1_13,104.80902,30.054643,416,Flat,3.72312783
F6_1_14,104.80902,30.054643,416,Flat,4.27225963
F6_1_15,104.80902,30.054643,416,Flat,3.86092665
Z1_1_5,115.651702,33.861591,39,Flat,3.77168863
Z1_1_6,115.651702,33.861591,39,Flat,5.03223922
Z1_1_7,115.651702,33.861591,39,Flat,0.76094019
Z1_1_9,115.651702,33.861591,39,Flat,4.43764244
Z1_1_11,115.651702,33.861591,39,Flat,3.0814277
Z1_1_12,115.651702,33.861591,39,Flat,2.33566698
Z1_1_13,115.651702,33.861591,39,Flat,1.91269051
Z1_1_14,115.651702,33.861591,39,Flat,2.92627147
Z1_1_15,115.651702,33.861591,39,Flat,2.9354537
Z1_2_6,115.671164,33.771275,39,Flat,2.75958693
Z1_2_7,115.671164,33.771275,39,Flat,5.6682473
Z1_2_8,115.671164,33.771275,39,Flat,1.02735104
Z1_2_9,115.671164,33.771275,39,Flat,2.1969899
Z1_2_10,115.671164,33.771275,39,Flat,0.80757404
Z1_2_11,115.671164,33.771275,39,Flat,6.07724915
Z1_2_12,115.671164,33.771275,39,Flat,2.85721262
Z1_2_13,115.671164,33.771275,39,Flat,2.41929069
Z1_2_14,115.671164,33.771275,39,Flat,3.22872605
Z1_2_15,115.671164,33.771275,39,Flat,4.90295357
Z1_3_1,115.650011,33.7485,38,Flat,3.4702404
Z1_3_2,115.650011,33.7485,38,Flat,4.13733194
Z1_3_3,115.650011,33.7485,38,Flat,1.26805424
Z1_3_4,115.650011,33.7485,38,Flat,1.7833545
Z1_3_5,115.650011,33.7485,38,Flat,2.24106387
Z1_3_6,115.650011,33.7485,38,Flat,1.73955472
Z1_3_7,115.650011,33.7485,38,Flat,1.31875441
Z1_3_8,115.650011,33.7485,38,Flat,9.19573539
Z1_3_9,115.650011,33.7485,38,Flat,3.23435605
Z1_3_10,115.650011,33.7485,38,Flat,4.99914053
Z1_3_11,115.650011,33.7485,38,Flat,4.34578113
Z1_3_12,115.650011,33.7485,38,Flat,1.33003317
Z1_3_13,115.650011,33.7485,38,Flat,0.88871221
Z1_3_14,115.650011,33.7485,38,Flat,4.43006247
Z1_3_15,115.650011,33.7485,38,Flat,1.68499488
Z1_4_5,115.881662,33.830463,37,Flat,7.97781793
Z1_4_6,115.881662,33.830463,37,Flat,12.7339757
Z1_4_7,115.881662,33.830463,37,Flat,6.8835105
Z1_4_8,115.881662,33.830463,37,Flat,10.7015336
Z1_4_9,115.881662,33.830463,37,Flat,10.283748
Z1_4_10,115.881662,33.830463,37,Flat,6.90396357
Z1_4_11,115.881662,33.830463,37,Flat,7.26325114
Z1_4_12,115.881662,33.830463,37,Flat,10.0816608
Z1_4_13,115.881662,33.830463,37,Flat,8.33662316
Z1_4_14,115.881662,33.830463,37,Flat,6.40584489
Z1_4_15,115.881662,33.830463,37,Flat,5.79162483
Z2_1_1,115.971515,33.442823,32,Flat,2.64029263
Z2_1_2,115.971515,33.442823,32,Flat,2.55695422
Z2_1_3,115.971515,33.442823,32,Flat,7.277125
Z2_1_4,115.971515,33.442823,32,Flat,2.3879476
Z2_1_5,115.971515,33.442823,32,Flat,4.49168083
Z2_1_6,115.971515,33.442823,32,Flat,9.31398302
Z2_1_7,115.971515,33.442823,32,Flat,3.77270793
Z2_1_8,115.971515,33.442823,32,Flat,3.92452716
Z2_1_9,115.971515,33.442823,32,Flat,6.69884866
Z2_1_11,115.971515,33.442823,32,Flat,4.87256559
Z2_1_12,115.971515,33.442823,32,Flat,6.05389804
Z2_1_13,115.971515,33.442823,32,Flat,6.48388236
Z2_1_14,115.971515,33.442823,32,Flat,2.56001131
Z2_1_15,115.971515,33.442823,32,Flat,2.40498741
Z2_2_1,115.988735,33.483732,33,Flat,5.63495169
Z2_2_2,115.988735,33.483732,33,Flat,1.76170416
Z2_2_3,115.988735,33.483732,33,Flat,4.56397242
Z2_2_4,115.988735,33.483732,33,Flat,6.43509256
Z2_2_5,115.988735,33.483732,33,Flat,1.85754761
Z2_2_6,115.988735,33.483732,33,Flat,3.58190384
Z2_2_7,115.988735,33.483732,33,Flat,0.9807831
Z2_2_8,115.988735,33.483732,33,Flat,3.61625811
Z2_2_9,115.988735,33.483732,33,Flat,2.33399683
Z2_2_10,115.988735,33.483732,33,Flat,4.79724562
Z2_2_11,115.988735,33.483732,33,Flat,2.4589621
Z2_2_12,115.988735,33.483732,33,Flat,17.2384501
Z2_2_13,115.988735,33.483732,33,Flat,4.82400501
Z2_2_14,115.988735,33.483732,33,Flat,3.64202562
Z2_2_15,115.988735,33.483732,33,Flat,5.29607306
Z2_2_6d,115.988735,33.483732,33,Flat,4.47882912
Z3_1_2,116.160934,33.273982,30,Flat,2.16890205
Z3_1_3,116.160934,33.273982,30,Flat,0.28204086
Z3_1_4,116.160934,33.273982,30,Flat,5.55467997
Z3_1_6,116.160934,33.273982,30,Flat,8.44901465
Z3_1_7,116.160934,33.273982,30,Flat,0.93154375
Z3_1_8,116.160934,33.273982,30,Flat,2.2964122
Z3_1_9,116.160934,33.273982,30,Flat,4.32220766
Z3_1_10,116.160934,33.273982,30,Flat,2.42808477
Z3_1_11,116.160934,33.273982,30,Flat,0.67625082
Z3_1_12,116.160934,33.273982,30,Flat,4.16623362
Z3_1_13,116.160934,33.273982,30,Flat,3.81847994
Z3_1_14,116.160934,33.273982,30,Flat,0.40412149
Z3_1_15,116.160934,33.273982,30,Flat,1.13317022
Z4_1_1,116.313009,33.303042,30,Flat,3.48835599
Z4_1_2,116.313009,33.303042,30,Flat,2.58192239
Z4_1_3,116.313009,33.303042,30,Flat,2.12363249
Z4_1_4,116.313009,33.303042,30,Flat,2.90168475
Z4_1_5,116.313009,33.303042,30,Flat,1.40017472
Z4_1_6,116.313009,33.303042,30,Flat,1.33575237
Z4_1_7,116.313009,33.303042,30,Flat,1.59424114
Z4_1_8,116.313009,33.303042,30,Flat,3.03017868
Z4_1_9,116.313009,33.303042,30,Flat,3.38708705
Z4_1_10,116.313009,33.303042,30,Flat,3.35651713
Z4_1_11,116.313009,33.303042,30,Flat,3.1457217
Z4_1_12,116.313009,33.303042,30,Flat,3.32929454
Z4_1_13,116.313009,33.303042,30,Flat,3.35077816
Z4_1_14,116.313009,33.303042,30,Flat,1.76770967
Z4_1_15,116.313009,33.303042,30,Flat,2.30053466
Z4_2_1,116.744837,33.277796,25,Flat,8.83438572
Z4_2_2,116.744837,33.277796,25,Flat,7.57861514
Z4_2_3,116.744837,33.277796,25,Flat,9.50189452
Z4_2_4,116.744837,33.277796,25,Flat,8.90982755
Z4_2_5,116.744837,33.277796,25,Flat,7.86681404
Z4_2_7,116.744837,33.277796,25,Flat,4.65992306
Z4_2_8,116.744837,33.277796,25,Flat,4.8743872
Z4_2_9,116.744837,33.277796,25,Flat,4.06466604
Z4_2_10,116.744837,33.277796,25,Flat,5.86137101
Z4_2_11,116.744837,33.277796,25,Flat,4.28750387
Z4_2_12,116.744837,33.277796,25,Flat,6.58626243
Z4_2_13,116.744837,33.277796,25,Flat,6.6878715
Z4_2_14,116.744837,33.277796,25,Flat,6.27146262
Z4_2_15,116.744837,33.277796,25,Flat,4.97515499
Z4_3_1,116.779347,33.046431,23,Flat,5.44516964
Z4_3_2,116.779347,33.046431,23,Flat,3.57716573
Z4_3_3,116.779347,33.046431,23,Flat,2.05164089
Z4_3_4,116.779347,33.046431,23,Flat,5.24770949
Z4_3_5,116.779347,33.046431,23,Flat,3.47571454
Z4_3_6,116.779347,33.046431,23,Flat,5.53866163
Z4_3_7,116.779347,33.046431,23,Flat,4.03692243
Z4_3_8,116.779347,33.046431,23,Flat,1.62501424
Z4_3_9,116.779347,33.046431,23,Flat,1.50392927
Z4_3_10,116.779347,33.046431,23,Flat,2.44388853
Z4_3_11,116.779347,33.046431,23,Flat,4.6709736
Z4_3_12,116.779347,33.046431,23,Flat,2.35781673
Z4_3_13,116.779347,33.046431,23,Flat,2.61926825
Z4_3_14,116.779347,33.046431,23,Flat,5.11287029
Z4_3_15,116.779347,33.046431,23,Flat,4.20922259
