SampleN,AN,AP,AK,pH,EC,NH4_N,NO3_N,N.N,TN,OM,SoilType,SumTS
F1_5_5,217.8484,7.594228386,143.65,8.23,143.7,6.11,5.22,11.33,940.0006,8.471472558,Clay,1.21353812
F1_5_6,94.864,6.882930333,154.45,8.24,132.7,4.71,4.85,9.56,743.4966,14.61125295,Clay,3.55637864
F1_5_7,199.892,6.480558325,143.4,8.11,152.2,5.45,5.07,10.52,801.6008,10.84687596,Clay,3.22682961
F1_5_8,186.34,5.787730012,133.35,8.17,134.0,1.86,4.38,6.24,745.1906,6.887348405,Clay,4.34331092
F1_5_9,217.8484,8.096761295,111.25,8.17,184.3,2.26,9.33,11.59,791.4368,7.883318778,Clay,4.14791374
F1_5_10,121.968,7.385229541,149.6,8.05,144.7,7.32,4.73,12.05,729.9446,6.492218611,Clay,1.60019752
F1_5_11,267.652,6.090498822,152.05,8.21,139.4,4.02,4.39,8.41,896.2954,6.125047528,Clay,2.5223805
F1_5_12,313.39,17.36249701,158.6,8.19,136.0,2.78,16.42,19.2,1968.2586,8.266350641,Clay,4.05911244
F1_5_13,267.652,5.893634874,116.95,8.2,140.0,0.5,3.07,3.57,734.5184,22.76870287,Clay,1.60911948
F1_5_14,121.968,7.696921232,160.65,8.16,137.2,11.29,17.38,28.67,848.5246,5.896817694,Clay,2.80896524
F1_5_15,269.346,5.687033563,134.8,8.19,88.5,0.4,3.45,3.85,720.797,7.237378694,Clay,4.53753096
F2_1_1,52.36,11.98,222.66,8.13,146.8,,,,,,Clay,1.15822226
F2_1_2,73.92,21.46,245.97,7.99,170.9,,,,,,Clay,0.31699041
F2_1_3,56.98,22.74,202.46,8.17,155.1,,,,,,Clay,0.58068853
F2_1_4,95.48,9.02,206.59,7.82,158.4,,,,,,Clay,1.21502361
F2_1_5,69.3,10.5,280.42,7.65,201.9,,,,,,Clay,1.04061422
F2_1_6,78.54,10.99,231.18,8.21,158.2,,,,,,Clay,1.38413235
F2_1_7,81.62,17.61,371.63,8.01,207.9,,,,,,Clay,1.26157138
F2_1_9,60.06,14.15,273.91,8.01,130.2,,,,,,Clay,1.06534349
F2_1_10,55.44,12.28,248.53,7.36,175.8,,,,,,Clay,0.96941772
F2_1_11,60.06,16.62,261.06,7.59,182.3,,,,,,Clay,0.62665565
F2_1_12,87.78,18.5,249.36,8.08,198.2,,,,,,Clay,0.97909089
F2_1_13,73.92,10.8,249.58,8.13,164.4,,,,,,Clay,0.79429077
F2_1_14,61.6,13.86,280.2,7.74,186.9,,,,,,Clay,0.53259075
F2_1_15,72.38,9.61,214.32,8.25,161.8,,,,,,Clay,1.11614516
F2_2_1,75.46,37.94,145.59,6.54,80.2,,,,,,Clay,0.24418115
F2_2_2,63.14,19.29,218.79,7.85,215.4,,,,,,Clay,0.41063438
F2_2_3,70.84,14.15,178.57,7.88,203.3,,,,,,Clay,0.91336053
F2_2_4,60.06,19.68,238.44,7.91,214.4,,,,,,Clay,0.68842933
F2_2_5,55.44,41.29,214.76,7.75,205.0,,,,,,Clay,0.31659446
F2_2_6,67.76,18.5,203.14,7.85,216.5,,,,,,Clay,0.34725309
F2_2_7,80.08,28.17,200.46,7.82,235.5,,,,,,Clay,0.24002017
F2_2_8,69.3,10.4,200.81,7.86,233.1,,,,,,Clay,0.26030367
F2_2_9,75.46,7.24,166.99,8.46,346.7,,,,,,Clay,0.28407186
F2_2_10,80.08,10.01,266.82,7.74,279.6,,,,,,Clay,0.17065082
F2_2_11,80.08,22.94,203.13,7.84,223.9,,,,,,Clay,0.27594621
F2_2_12,43.12,22.05,160.23,7.83,187.9,,,,,,Clay,0.76254405
F2_2_13,58.52,21.75,167.69,7.91,158.5,,,,,,Clay,1.38188463
F2_2_14,90.86,21.16,212.3,7.86,202.3,,,,,,Clay,0.22675427
F2_2_15,52.36,24.71,156.97,7.87,187.5,,,,,,Clay,0.22300009
F2_2,58.52,20.77,166.13,8.13,176.8,,,,,,Clay,0.38701702
F3_1_1,64.68,4.28,271.04,8.55,330.0,,,,,,Clay,2.79903081
F3_1_3,66.22,5.47,236.74,8.55,255.3,,,,,,Clay,2.83157092
F3_1_4,69.3,4.58,235.61,8.63,310.2,,,,,,Clay,1.83802981
F3_1_5,69.3,2.31,268.94,8.6,245.9,,,,,,Clay,3.08526052
F3_1_6,72.38,11.69,241.7,8.74,250.4,,,,,,Clay,3.13560921
F3_1_7,77.0,21.0,258.21,8.36,234.7,,,,,,Clay,1.30642734
F3_1_8,69.3,9.61,232.35,8.61,251.1,,,,,,Clay,2.76826235
F3_1_9,64.68,9.81,275.01,8.63,267.6,,,,,,Clay,1.93863401
F3_1_10,49.28,7.74,278.02,8.63,279.3,,,,,,Clay,2.03827289
F3_1_11,64.68,8.63,303.21,8.66,242.0,,,,,,Clay,2.37441388
F3_1_12,38.5,10.01,304.25,8.66,237.4,,,,,,Clay,3.06643302
F3_1_13,55.44,11.39,310.88,8.62,257.0,,,,,,Clay,3.58628838
F3_1_14,89.32,11.69,260.07,8.67,261.1,,,,,,Clay,2.12582359
F3_1_15,70.84,6.55,279.88,8.66,264.5,,,,,,Clay,3.09878616
F3_2_1,73.92,25.21,219.4,7.5,158.4,,,,,,Roam,0.32694968
F3_2_2,58.52,22.15,183.02,7.77,183.3,,,,,,Roam,0.77883597
F3_2_3,100.1,46.03,199.22,5.9,240.9,,,,,,Roam,1.32611427
F3_2_4,61.6,47.51,161.66,6.94,193.8,,,,,,Roam,0.68683292
F3_2_5,64.68,21.26,122.87,6.77,198.3,,,,,,Roam,0.82421603
F3_2_6,77.0,26.39,161.31,6.34,106.0,,,,,,Roam,0.39913993
F3_2_7,106.26,14.75,176.65,6.81,180.3,,,,,,Roam,0.72582831
F3_2_8,60.06,29.55,115.83,7.86,89.7,,,,,,Roam,1.19959218
F3_2_9,207.9,40.7,138.92,7.72,451.1,,,,,,Roam,0.19181638
F3_2_11,123.2,74.16,166.01,7.8,250.4,,,,,,Roam,0.42642752
F3_2_12,50.82,33.99,104.23,7.49,145.6,,,,,,Roam,0.79715535
F3_2_14,81.62,34.09,146.25,8.08,151.3,,,,,,Roam,0.56533891
F3_2_15,97.02,38.73,198.62,8.01,142.1,,,,,,Roam,0.08896571
F4_1_5,272.9034,7.692307692,128.05,6.87,66.6,8.54,3.16,11.7,1245.937,15.92741216,Roam,1.34620929
F4_1_6,249.018,5.38986705,274.0,6.8,99.2,9.4,12.89,22.29,1375.3586,14.47410363,Roam,1.15578807
F4_1_7,271.2094,7.776980139,220.8,6.46,79.4,11.05,9.88,20.93,1457.687,19.11743499,Roam,0.15492265
F4_1_8,186.34,5.0,159.1,6.21,69.3,9.0,12.7,21.7,1302.5166,16.87132349,Roam,1.24257502
F4_1_9,272.9034,6.49740104,121.1,6.41,66.7,7.89,4.46,12.35,1257.9644,14.97209862,Roam,1.23118989
F4_1_10,254.1,4.8,143.3,6.34,92.4,5.01,10.51,15.52,1277.1066,13.31495033,Roam,1.24302666
F4_1_11,322.8764,6.5828845,118.45,6.33,64.3,11.18,5.23,16.41,1123.6302,12.33440205,Roam,1.15685076
F4_1_12,242.242,3.095171532,126.6,6.4,93.3,3.06,21.45,24.51,863.7706,11.64217957,Roam,3.80345308
F4_1_13,326.2644,4.793863854,241.9,6.38,64.4,9.23,3.31,12.54,1566.103,10.14804311,Roam,0.95282115
F4_1_14,260.876,5.495383878,243.45,6.41,109.7,6.09,25.2,31.29,1353.3366,15.50284924,Roam,1.10200971
F4_1_15,269.346,10.08749151,242.05,6.46,84.8,8.6,7.45,16.05,1414.6594,15.09703668,Roam,0.57206052
F4_2_1,189.728,12.29115037,215.55,6.36,174.0,1.48,6.9,8.38,1322.8446,17.4558258,Roam,1.93645899
F4_2_5,179.564,9.182003274,234.8,7.38,188.3,5.91,32.48,38.39,1338.0906,19.61250094,Roam,1.22373487
F4_2_6,326.2644,7.389064185,198.1,7.65,173.8,0.48,10.11,10.59,1243.2266,24.11098421,Roam,0.92634659
F4_2_7,186.34,13.96480868,291.95,7.7,149.7,6.23,7.54,13.77,1365.1946,20.66194277,Roam,0.7998467
F4_2_8,303.226,5.887518461,194.5,7.85,167.4,5.05,8.72,13.77,1146.1604,28.4882313,Roam,0.83589292
F4_2_9,267.652,28.0427927,260.15,7.94,155.2,5.37,4.23,9.6,1233.0626,23.33354336,Roam,2.6395929
F4_2_10,249.018,7.778841551,200.85,7.96,155.2,6.79,9.89,16.68,1204.6034,19.15109821,Roam,1.05706905
F4_2_11,271.2094,11.97174668,222.3,8.03,183.6,6.93,86.14,93.07,1139.8926,14.31569412,Roam,0.89443681
F4_2_12,269.1766,7.583619382,228.7,8.04,181.7,6.84,5.85,12.69,1164.9638,27.83384615,Roam,1.02997322
F4_2_13,188.034,6.579734418,198.9,8.07,152.3,5.07,6.01,11.08,1244.9206,17.89541071,Roam,1.1408148
F4_2_14,322.8764,17.67525464,247.25,8.04,136.3,7.86,10.6,18.46,1478.862,19.60148465,Roam,0.64833324
F4_2_15,189.728,8.587976832,224.35,8.02,186.5,8.63,8.89,17.52,1280.4946,17.16101828,Roam,0.80313876
F5_1_1,58.52,19.98,224.19,7.81,194.1,,,,,,Clay,3.2548662
F5_1_2,50.82,18.99,226.32,7.57,259.5,,,,,,Clay,3.9336417
F5_1_3,66.22,15.63,253.04,7.39,233.9,,,,,,Clay,3.99739359
F5_1_4,30.8,33.79,195.7,7.48,107.4,,,,,,Clay,2.68835069
F5_1_5,78.54,29.75,290.31,6.84,308.3,,,,,,Clay,1.77071839
F5_1_7,69.3,31.52,318.92,7.8,291.2,,,,,,Clay,1.70532101
F5_1_8,75.46,21.56,252.81,7.71,202.7,,,,,,Clay,2.43857391
F5_1_9,35.42,33.7,188.61,7.74,97.8,,,,,,Clay,3.783397
F5_1_10,23.1,43.96,160.88,7.74,213.0,,,,,,Clay,5.12343352
F5_1_11,58.52,53.63,212.82,7.29,275.9,,,,,,Clay,6.29487138
F5_1_12,53.9,25.31,190.43,7.79,133.4,,,,,,Clay,2.22585837
F5_1_13,50.82,23.63,199.49,7.55,122.2,,,,,,Clay,4.6313798
F5_1_14,66.22,26.1,207.95,7.52,109.5,,,,,,Clay,1.75665674
F5_1_15,58.52,11.78,216.68,7.5,106.8,,,,,,Clay,4.65193397
F5_2_1,40.04,39.62,157.66,6.98,206.9,,,,,,Clay,1.36996597
F5_2_2,77.0,38.24,147.48,6.09,82.3,,,,,,Clay,1.52726623
F5_2_3,92.4,40.9,223.68,7.51,243.8,,,,,,Clay,1.37714565
F5_2_5,141.68,53.83,141.31,6.55,130.0,,,,,,Clay,1.48435879
F5_2_6,84.7,33.7,209.9,7.78,180.6,,,,,,Clay,1.34088368
F5_2_7,130.9,19.98,207.34,7.71,238.9,,,,,,Clay,3.50396672
F5_2_8,113.96,45.83,229.59,7.56,232.4,,,,,,Clay,1.99401213
F5_2_9,107.8,61.73,204.17,5.89,358.8,,,,,,Clay,3.29688957
F5_2_10,146.3,43.56,170.1,5.01,210.2,,,,,,Clay,1.92668551
F5_2_11,12.32,24.42,122.47,4.98,171.9,,,,,,Clay,0.54937416
F5_2_12,58.52,18.0,120.92,5.81,55.0,,,,,,Clay,0.81659843
F5_2_13,50.82,3.99,147.67,8.15,112.3,,,,,,Clay,1.23965206
F5_2_14,47.74,8.82,229.7,7.18,122.8,,,,,,Clay,0.77244784
F5_2_15,104.72,32.12,188.36,7.33,178.2,,,,,,Clay,2.57503698
F5_3_1,83.16,12.48,253.29,7.16,249.5,,,,,,Clay,1.45946923
F5_3_2,133.98,12.28,170.27,7.01,301.2,,,,,,Clay,1.1787195
F5_3_3,61.6,6.65,149.24,6.87,175.8,,,,,,Clay,0.792637
F5_3_4,83.16,19.48,252.28,7.36,196.2,,,,,,Clay,0.95999203
F5_3_5,77.0,14.65,237.05,6.15,221.6,,,,,,Clay,0.75855956
F5_3_6,117.04,15.53,243.38,7.68,230.4,,,,,,Clay,1.83846591
F5_3_7,100.1,8.43,256.83,6.86,257.8,,,,,,Clay,1.03012658
F5_3_8,72.38,6.26,178.06,7.18,186.1,,,,,,Clay,1.31395388
F5_3_9,93.94,14.35,213.44,7.27,226.7,,,,,,Clay,1.33649103
F5_3_10,123.2,18.69,227.05,7.18,321.2,,,,,,Clay,0.8363071
F5_3_11,169.4,40.8,261.17,7.08,409.6,,,,,,Clay,1.66914979
F5_3_12,132.44,28.66,233.97,7.12,359.6,,,,,,Clay,1.21967141
F5_3_13,58.52,7.84,195.75,7.23,189.8,,,,,,Clay,3.60910528
F5_3_14,66.22,4.48,146.23,7.27,64.0,,,,,,Clay,1.39494103
F5_3_15,101.64,24.32,226.92,7.28,216.3,,,,,,Clay,0.63941215
F6_1_1,44.66,13.26,242.09,7.77,138.0,,,,,,Clay,4.92524006
F6_1_2,30.8,13.36,242.19,7.53,164.4,,,,,,Clay,2.48386359
F6_1_3,27.72,7.74,264.65,7.89,180.4,,,,,,Clay,3.04334446
F6_1_4,24.64,10.5,300.16,8.14,133.1,,,,,,Clay,3.013275
F6_1_5,61.6,13.46,201.19,8.44,141.4,,,,,,Clay,2.91520684
F6_1_6,35.42,8.63,265.15,7.08,137.7,,,,,,Clay,1.51109573
F6_1_7,35.42,8.82,203.55,8.11,140.0,,,,,,Clay,4.63084877
F6_1_8,33.88,7.05,357.66,8.61,148.4,,,,,,Clay,3.20522347
F6_1_9,52.36,16.92,361.99,6.69,356.3,,,,,,Clay,4.65176224
F6_1_10,51.59,22.98,260.91,7.66,138.0,,,,,,Clay,1.42070151
F6_1_11,50.82,9.81,265.53,6.81,369.3,,,,,,Clay,1.4892505
F6_1_12,53.9,9.91,251.81,6.84,147.1,,,,,,Clay,2.20822973
F6_1_13,84.7,14.15,300.81,8.52,209.6,,,,,,Clay,3.72312783
F6_1_14,56.98,8.63,269.6,7.07,176.8,,,,,,Clay,4.27225963
F6_1_15,43.12,8.82,251.24,6.45,168.2,,,,,,Clay,3.86092665
Z1_1_5,271.2094,4.884564775,630.35,8.35,211.0,6.79,3.68,10.47,1609.1306,17.35702007,Clay,3.77168863
Z1_1_6,259.182,4.386314698,708.75,8.37,248.0,5.93,4.68,10.61,2313.8346,12.49282317,Clay,5.03223922
Z1_1_7,150.766,6.593933581,275.65,8.42,150.3,9.08,4.41,13.49,2938.0736,31.26298605,Clay,0.76094019
Z1_1_9,267.652,4.090836526,344.4,8.53,138.5,4.58,3.26,7.84,1190.5432,16.56395299,Clay,4.43764244
Z1_1_11,303.9036,2.698488846,653.3,8.4,240.0,7.35,6.43,13.78,1913.8812,13.68448,Clay,3.0814277
Z1_1_12,187.5258,3.69792916,285.75,8.48,155.2,7.17,5.37,12.54,1036.5586,28.65331065,Clay,2.33566698
Z1_1_13,327.9584,3.192083633,605.05,8.35,236.0,9.99,4.93,14.92,1913.8812,13.91681314,Clay,1.91269051
Z1_1_14,245.63,4.387014437,249.55,8.46,149.0,5.66,3.84,9.5,1075.5206,21.90071425,Clay,2.92627147
Z1_1_15,271.2094,7.191657677,299.4,8.43,150.3,3.83,5.18,9.01,1183.9366,12.97814335,Clay,2.9354537
Z1_2_6,167.0284,3.89672675,260.45,8.37,141.8,5.82,5.51,11.33,1197.4886,18.07746327,Clay,2.75958693
Z1_2_7,267.652,3.623844899,216.1,8.19,148.1,6.79,3.96,10.75,1414.6594,18.92454342,Clay,5.6682473
Z1_2_8,186.34,2.796308872,258.1,8.2,148.5,2.8,5.77,8.57,1617.6006,18.21609145,Clay,1.02735104
Z1_2_9,259.182,2.790846025,360.25,8.22,153.6,6.31,9.31,15.62,1564.409,18.72637671,Clay,2.1969899
Z1_2_10,186.34,2.896292745,280.2,8.23,147.6,6.28,6.53,12.81,1497.3266,1.437934318,Clay,0.80757404
Z1_2_11,250.712,2.99198149,256.8,8.33,152.4,6.57,6.11,12.68,1411.102,16.31453895,Clay,6.07724915
Z1_2_12,189.728,2.598337064,238.7,8.38,156.3,6.89,17.97,24.86,1427.8726,17.92276205,Clay,2.85721262
Z1_2_13,193.116,2.693535515,224.6,8.39,155.4,5.96,6.57,12.53,1378.4078,17.14272251,Clay,2.41929069
Z1_2_14,271.2094,3.497761433,303.5,8.21,161.3,9.87,8.08,17.95,1490.5506,17.4216404,Clay,3.22872605
Z1_2_15,276.2914,7.091490212,374.4,8.16,181.4,2.43,7.68,10.11,1721.104,20.02654386,Clay,4.90295357
Z1_3_1,217.8484,1.597763132,196.3,8.27,167.4,1.68,14.52,16.2,557.1566,19.37272599,Clay,3.4702404
Z1_3_2,255.794,1.794401467,200.85,8.24,143.2,5.33,3.86,9.19,512.435,8.130945385,Clay,4.13733194
Z1_3_3,269.346,28.97450244,905.3,8.19,175.4,5.58,7.9,13.48,1107.7066,7.874000551,Clay,1.26805424
Z1_3_4,272.734,16.06786427,498.5,8.29,163.9,4.31,6.8,11.11,1046.2144,17.21825096,Clay,1.7833545
Z1_3_5,326.2644,33.76893258,559.9,8.33,184.9,5.33,7.48,12.81,1294.0466,15.0922976,Clay,2.24106387
Z1_3_6,267.652,11.46788991,343.1,8.34,181.6,4.63,9.02,13.65,1040.963,17.58667904,Clay,1.73955472
Z1_3_7,271.2094,20.43460925,627.4,8.33,172.4,6.26,5.56,11.82,1077.2146,14.09503315,Clay,1.31875441
Z1_3_8,135.52,13.75762651,595.35,8.38,162.7,1.64,4.16,5.8,1128.7122,14.09086933,Clay,9.19573539
Z1_3_9,271.2094,8.298340332,543.4,8.47,170.6,5.41,3.65,9.06,989.1266,10.61814609,Clay,3.23435605
Z1_3_10,189.8974,13.09842819,740.85,8.32,169.4,4.06,4.06,8.12,1027.2416,13.96904236,Clay,4.99914053
Z1_3_11,162.624,14.87916916,427.6,8.34,162.4,5.25,4.49,9.74,1023.0066,15.61879202,Clay,4.34578113
Z1_3_12,206.668,20.06869284,479.65,8.26,179.8,4.68,5.52,10.2,1316.4074,15.50190041,Clay,1.33003317
Z1_3_13,321.013,8.381560567,217.45,8.29,163.3,7.37,5.31,12.68,1255.0846,21.79431674,Clay,0.88871221
Z1_3_14,189.728,23.95018362,730.9,8.17,186.3,5.98,5.21,11.19,1195.7946,15.90812458,Clay,4.43006247
Z1_3_15,162.624,24.57542458,343.9,8.18,168.8,6.22,4.58,10.8,943.3886,20.13932322,Clay,1.68499488
Z1_4_5,186.34,16.75710182,217.15,8.23,156.9,4.25,3.48,7.73,974.05,12.80265864,Clay,7.97781793
Z1_4_6,267.652,11.99904008,227.35,8.27,148.1,5.99,3.53,9.52,1004.3726,13.83756468,Clay,12.7339757
Z1_4_7,133.826,16.17605943,235.5,8.33,157.0,6.19,3.61,9.8,1125.3242,12.90354478,Clay,6.8835105
Z1_4_8,221.2364,17.94902477,231.05,8.35,153.7,1.04,3.78,4.82,1033.1706,12.67239311,Clay,10.7015336
Z1_4_9,326.2644,9.183836448,187.3,7.43,152.8,4.91,3.68,8.59,1086.1928,13.91975447,Clay,10.283748
Z1_4_10,267.652,11.2891624,191.5,7.33,142.1,5.39,3.39,8.78,978.9626,11.27751984,Clay,6.90396357
Z1_4_11,217.8484,10.88476133,185.75,7.73,131.9,5.41,3.7,9.11,972.1866,12.35185767,Clay,7.26325114
Z1_4_12,214.291,10.89477051,189.7,7.8,137.5,5.04,3.84,8.88,921.3666,10.89975843,Clay,10.0816608
Z1_4_13,271.2094,11.57915752,228.6,7.92,141.3,5.18,3.35,8.53,1065.0178,11.4922862,Clay,8.33662316
Z1_4_14,267.652,6.389266033,371.55,7.68,135.4,5.86,3.65,9.51,904.4266,11.96997516,Clay,6.40584489
Z1_4_15,326.2644,12.47953356,221.1,8.07,137.5,5.0,3.71,8.71,977.2686,12.13460662,Clay,5.79162483
Z2_1_1,92.4,32.31,224.76,5.93,105.0,,,,,,Roam,2.64029263
Z2_1_2,101.64,31.43,189.92,6.31,125.6,,,,,,Roam,2.55695422
Z2_1_3,70.84,51.86,178.69,6.23,81.0,,,,,,Roam,7.277125
Z2_1_4,92.4,28.27,192.77,6.43,44.3,,,,,,Roam,2.3879476
Z2_1_5,52.36,42.87,189.25,7.03,89.8,,,,,,Roam,4.49168083
Z2_1_6,80.08,54.03,166.71,6.31,87.8,,,,,,Roam,9.31398302
Z2_1_7,69.3,59.89,177.86,6.36,74.0,,,,,,Roam,3.77270793
Z2_1_8,73.92,46.33,161.92,6.46,45.6,,,,,,Roam,3.92452716
Z2_1_9,72.38,44.75,167.55,6.31,55.1,,,,,,Roam,6.69884866
Z2_1_11,100.1,110.23,147.86,6.31,128.7,,,,,,Roam,4.87256559
Z2_1_12,64.68,28.27,155.87,6.25,53.8,,,,,,Roam,6.05389804
Z2_1_13,78.54,31.23,188.17,6.04,82.8,,,,,,Roam,6.48388236
Z2_1_14,80.08,75.29,196.92,6.01,61.7,,,,,,Roam,2.56001131
Z2_1_15,93.94,30.93,230.66,6.26,75.1,,,,,,Roam,2.40498741
Z2_2_1,78.54,42.78,260.76,7.88,205.1,,,,,,Clay,5.63495169
Z2_2_2,85.47,37.64,226.39,6.98,98.0,,,,,,Clay,1.76170416
Z2_2_3,123.2,36.75,241.74,7.03,156.2,,,,,,Clay,4.56397242
Z2_2_4,78.54,28.66,215.9,7.82,88.3,,,,,,Clay,6.43509256
Z2_2_5,56.98,23.92,166.78,7.72,122.8,,,,,,Clay,1.85754761
Z2_2_6,115.5,54.03,263.88,7.21,120.0,,,,,,Clay,3.58190384
Z2_2_7,90.86,49.29,225.35,7.64,59.8,,,,,,Clay,0.9807831
Z2_2_8,85.47,46.03,197.68,6.81,46.5,,,,,,Clay,3.61625811
Z2_2_9,89.32,41.89,189.21,8.02,64.5,,,,,,Clay,2.33399683
Z2_2_10,56.98,26.1,194.28,7.29,109.7,,,,,,Clay,4.79724562
Z2_2_11,87.78,40.11,206.25,7.39,56.1,,,,,,Clay,2.4589621
Z2_2_12,77.0,33.89,199.68,7.23,71.5,,,,,,Clay,17.2384501
Z2_2_13,80.08,30.24,185.97,7.92,78.9,,,,,,Clay,4.82400501
Z2_2_14,74.69,26.79,270.54,7.64,138.7,,,,,,Clay,3.64202562
Z2_2_15,86.24,33.6,190.7,7.35,62.2,,,,,,Clay,5.29607306
Z2_2_6d,73.92,11.88,262.55,7.46,118.5,,,,,,Clay,4.47882912
Z3_1_2,73.92,36.06,257.18,6.59,85.7,,,,,,Clay,2.16890205
Z3_1_3,41.58,41.89,209.73,6.64,56.5,,,,,,Clay,0.28204086
Z3_1_4,81.62,31.52,201.18,6.81,59.4,,,,,,Clay,5.55467997
Z3_1_6,87.78,32.02,202.19,6.21,55.8,,,,,,Clay,8.44901465
Z3_1_7,50.82,35.87,217.35,6.34,65.7,,,,,,Clay,0.93154375
Z3_1_8,69.3,32.61,226.71,6.51,64.6,,,,,,Clay,2.2964122
Z3_1_9,63.14,36.26,214.95,7.13,100.3,,,,,,Clay,4.32220766
Z3_1_10,43.12,34.09,198.75,6.48,60.7,,,,,,Clay,2.42808477
Z3_1_11,72.38,42.18,259.35,6.46,83.3,,,,,,Clay,0.67625082
Z3_1_12,92.4,38.73,230.2,6.53,64.5,,,,,,Clay,4.16623362
Z3_1_13,67.76,34.68,203.92,6.37,63.2,,,,,,Clay,3.81847994
Z3_1_14,80.08,35.27,245.35,6.34,61.2,,,,,,Clay,0.40412149
Z3_1_15,83.16,28.56,255.77,6.61,82.4,,,,,,Clay,1.13317022
Z4_1_1,47.74,18.4,186.33,7.42,46.6,,,,,,Clay,3.48835599
Z4_1_2,50.82,19.19,198.74,8.26,63.3,,,,,,Clay,2.58192239
Z4_1_3,55.44,18.4,208.92,6.85,62.7,,,,,,Clay,2.12363249
Z4_1_4,47.74,20.08,197.01,6.62,67.8,,,,,,Clay,2.90168475
Z4_1_5,58.52,29.16,252.7,7.01,81.8,,,,,,Clay,1.40017472
Z4_1_6,109.34,39.72,265.93,6.71,193.5,,,,,,Clay,1.33575237
Z4_1_7,70.84,26.0,227.54,7.09,105.2,,,,,,Clay,1.59424114
Z4_1_8,73.92,24.22,240.11,7.19,69.6,,,,,,Clay,3.03017868
Z4_1_9,109.34,20.47,235.12,6.95,62.6,,,,,,Clay,3.38708705
Z4_1_10,64.68,21.75,254.59,7.26,95.9,,,,,,Clay,3.35651713
Z4_1_11,55.44,28.86,276.79,6.86,70.4,,,,,,Clay,3.1457217
Z4_1_12,63.14,28.56,326.41,6.91,78.2,,,,,,Clay,3.32929454
Z4_1_13,64.68,26.19,345.99,7.36,156.1,,,,,,Clay,3.35077816
Z4_1_14,77.0,39.32,360.92,7.05,88.1,,,,,,Clay,1.76770967
Z4_1_15,63.14,23.04,236.03,7.72,56.9,,,,,,Clay,2.30053466
Z4_2_1,113.96,48.01,244.11,7.03,84.4,,,,,,Clay,8.83438572
Z4_2_2,132.44,46.03,256.04,5.99,89.0,,,,,,Clay,7.57861514
Z4_2_3,117.04,22.25,234.38,5.95,60.7,,,,,,Clay,9.50189452
Z4_2_4,154.0,43.37,406.88,5.87,119.8,,,,,,Clay,8.90982755
Z4_2_5,95.48,44.45,238.57,6.37,77.2,,,,,,Clay,7.86681404
Z4_2_7,130.9,37.54,276.22,6.64,98.6,,,,,,Clay,4.65992306
Z4_2_8,83.16,29.75,229.04,6.56,51.1,,,,,,Clay,4.8743872
Z4_2_9,123.2,26.49,196.56,5.91,58.6,,,,,,Clay,4.06466604
Z4_2_10,107.8,27.28,202.28,7.02,88.5,,,,,,Clay,5.86137101
Z4_2_11,152.46,26.29,200.24,5.68,196.9,,,,,,Clay,4.28750387
Z4_2_12,124.74,25.21,233.61,5.68,80.3,,,,,,Clay,6.58626243
Z4_2_13,118.58,16.92,205.41,5.82,79.1,,,,,,Clay,6.6878715
Z4_2_14,220.22,33.2,302.01,6.13,334.3,,,,,,Clay,6.27146262
Z4_2_15,195.58,24.02,249.79,5.69,234.3,,,,,,Clay,4.97515499
Z4_3_1,80.08,61.23,178.02,6.42,85.0,,,,,,Clay,5.44516964
Z4_3_2,73.92,60.54,294.07,6.31,78.8,,,,,,Clay,3.57716573
Z4_3_3,72.38,49.39,210.33,6.32,67.6,,,,,,Clay,2.05164089
Z4_3_4,81.62,54.32,185.39,6.45,100.8,,,,,,Clay,5.24770949
Z4_3_5,60.06,63.7,328.08,5.94,69.4,,,,,,Clay,3.47571454
Z4_3_6,89.32,61.43,186.55,6.22,61.0,,,,,,Clay,5.53866163
Z4_3_7,100.1,65.18,185.0,5.84,88.6,,,,,,Clay,4.03692243
Z4_3_8,98.56,65.97,260.8,5.98,81.9,,,,,,Clay,1.62501424
Z4_3_9,83.16,68.73,249.71,6.01,69.9,,,,,,Clay,1.50392927
Z4_3_10,92.4,64.29,44.88,5.99,58.0,,,,,,Clay,2.44388853
Z4_3_11,70.84,36.66,186.39,6.11,59.8,,,,,,Clay,4.6709736
Z4_3_12,69.3,47.02,184.72,6.01,64.6,,,,,,Clay,2.35781673
Z4_3_13,67.76,41.59,340.5,6.43,65.2,,,,,,Clay,2.61926825
Z4_3_14,67.76,34.68,181.64,6.02,56.1,,,,,,Clay,5.11287029
Z4_3_15,35.42,39.72,249.97,6.15,52.1,,,,,,Clay,4.20922259
